MaTin;TenDuAn;Phuong;Duong;Gia(ty);DienTich;ThanhPho;Quan;MoTaNgan;SoPhongNgu;NoiThat;SoTang;MatTien;DuongVao;id;KieuNha
41051869;Chính chủ bán nhà mặt tiền đường Trần Bá Giao 2 tầng DT 7.5x12m giá 9.7 tỷ, tiện cho thuê;5;Trần Bá Giao;9.7;90;Hồ Chí Minh;Gò Vấp;Nhà mặt phố tại đường Trần Bá Giao;2;Không;2;7,5 m;10 m;3857;Nhà mặt phố 
40059401;Cần bán tòa nhà mặt tiền đường Đại Lộ 2 gần Đỗ Xuân Hợp, phường Phước Bình, Quận 9;Phước Bình;Đại lộ 2;26.0;130;Hồ Chí Minh;Quận 9;Nhà mặt phố tại đường Đại lộ 2;16;Có;7;6 m;12 m;3858;Nhà mặt phố 
41083337;Căn hộ trung tâm Phú Mỹ Hưng - Lavida Plus Q7, NH hỗ trợ vay 70%, nhận nhà ngay, chiết khấu 4%;Tân Phong;Nguyễn Văn Linh;2.1;37;Hồ Chí Minh;Quận 7;Căn hộ chung cư tại Lavida Plus;1;Không;1;12.84 m;345.62 m;3859;Căn hộ chung cư 
41083334;Nhà bán hẻm ô tô, gần MT Bùi Minh Trực, 4x18m, 4 tầng, Quận 8;6;Bùi Minh Trực;8.3;70;Hồ Chí Minh;Quận 8;Nhà riêng tại đường Bùi Minh Trực;4;Có;4;4 m;4 m;3860;Nhà riêng 
41014117;Chủ cần bán gấp nhà Lê Văn Sỹ, P. 13, Quận 3, DT: 55,25m2, (hẻm ô tô 5m 1 trệt 3 lầu) Giá 4,68tỷ;13;Lê Văn Sỹ;4.68;55;Hồ Chí Minh;Quận 3;Nhà riêng tại đường Lê Văn Sỹ;4;Có;4;4,25 m;5 m;3861;Nhà riêng 
36688304;Bán đất thổ cư 2600m2 mặt tiền đường Gò Dưa, trung tâm quận Thủ Đức giá 250 tỷ;Tam Bình;Gò Dưa;250.0;2600;Hồ Chí Minh;Thủ Đức;Bán đất tại đường Gò Dưa;7;Không;4;40 m;16 m;3862;Bán đất 
40474308;Siêu hot! Bán gấp căn 1PN - 60m2 Sunrise City South đã có sổ hồng, 3.8tỷ mới 100%. Lh 0901 853 ***;Tân Hưng;Nguyễn Hữu Thọ;3.8;60;Hồ Chí Minh;Quận 7;Căn hộ chung cư tại Sunrise City;1;Có;2;52.41 m;42.88 m;3863;Căn hộ chung cư 
37577983;Chính chủ gởi bán 1000m2 mặt tiền Bưng Ông Thoàn, Phú Hữu, Quận 9 có hợp đồng thuê 72tr/th;Phú Hữu;Bưng Ông Thoàn;70.0;1000;Hồ Chí Minh;Quận 9;Bán đất tại đường Bưng Ông Thoàn;2;Không;3;41.55 m;229.47 m;3864;Bán đất 
37167930;Bán mặt tiền đường Nguyễn Huy Tự, Phường Đa Kao, Quận 1, diện tích: 4.1m dài 23.5m nở hậu;Đa Kao;Nguyễn Huy Tự;28.0;90;Hồ Chí Minh;Quận 1;Nhà mặt phố tại phố Nguyễn Huy Tự;2;Không;1;4 m;20 m;3865;Nhà mặt phố 
40835032;Bán nhà hẻm 8m Sư Vạn Hạnh, P12, Quận 10, DT: 7x14m, nhà 3 tầng mới giá 28.5 tỷ tl (LH Kim);12;Sư Vạn Hạnh;28.5;100;Hồ Chí Minh;Quận 10;Nhà riêng tại đường Sư Vạn Hạnh;8;Không;3;7 m;8 m;3866;Nhà riêng 
41005933;Bán căn góc 2MT đường ô tô thẳng 1 trục Huỳnh Văn Bánh. DT: 5.2*16, 86m2, 3 tầng;13;Huỳnh Văn Bánh;16.0;86;Hồ Chí Minh;Phú Nhuận;Nhà riêng tại đường Huỳnh Văn Bánh;4;Không;3;5,15 m;10 m;3867;Nhà riêng 
41083392;Nhà: DT 61m2 - Hoàng Văn Thụ, P.4, Tân Bình. Hẻm 4m;4;Hoàng Văn Thụ;7.0;61;Hồ Chí Minh;Tân Bình;Nhà riêng tại đường Hoàng Văn Thụ;2;Có;2;4 m;4 m;3868;Nhà riêng 
41083383;Hẻm 4m nhựa CMT8 thông - 44m2, giá đã giảm 6.8 tỷ;3;Cách Mạng Tháng Tám;6.8;44;Hồ Chí Minh;Tân Bình;Nhà riêng tại đường Cách Mạng Tháng Tám;2;Không;2;4 m;4 m;3869;Nhà riêng 
41083024;Bán căn hộ sân vườn 3PN tại Đảo Kim Cương. Tổng diện tích 187m2. Giá bán chỉ 15 tỷ;Bình Trưng Tây;;15.0;187;Hồ Chí Minh;Quận 2;Căn hộ chung cư tại Diamond Island;3;Có;4;4.44 m;547.78 m;3870;Căn hộ chung cư 
41027749;Cần Bán nhà mặt tiền Nguyễn Trãi - Bùi Hữu Nghĩa P7, Q5, 5x20m nở hậu 8.2m, giá chỉ 30 tỷ;7;Bùi Hữu Nghĩa;30.0;100;Hồ Chí Minh;Quận 5;Nhà mặt phố tại đường Bùi Hữu Nghĩa;5;Có;3;11.09 m;405.57 m;3871;Nhà mặt phố 
38836898;Giỏ hàng căn hộ The Prince Nguyễn Văn Trỗi cần bán, 2 PN, giá tốt nhất thị trường. LH: 0939 586 ***;12;Nguyễn Văn Trỗi;5.5;70;Hồ Chí Minh;Phú Nhuận;Căn hộ chung cư tại The Prince Residence;2;Không;1;39.78 m;128.23 m;3872;Căn hộ chung cư 
40938413;Estella Heights - bán 2PN giá tốt nhất dự án giá chỉ hơn 8 tỷ;An Phú;Song Hành;8.6;89;Hồ Chí Minh;Quận 2;Căn hộ chung cư tại Estella Heights;2;Có;1;46.05 m;42.44 m;3873;Căn hộ chung cư 
41076288;Bán đất tặng nhà, hẻm 260 Phan Anh, diện tích 4,3mx23m, xây được 7 tầng, nhỉnh 9 tỷ;Hiệp Tân;Phan Anh;9.2;98;Hồ Chí Minh;Tân Phú;Nhà riêng tại đường Phan Anh;3;Có;2;43 m;10 m;3874;Nhà riêng 
41083351;Căn Hộ Cao Cấp The Beverly Solari - Vinhomes GrandPark Q9;;;3.61;53;Hồ Chí Minh;Quận 9;Căn hộ chung cư tại The Beverly Solari - Vinhomes Grand Park;2;Có;1;9.0 m;202.48 m;3875;Căn hộ chung cư 
41027848;Căn duy nhất - Bán nhà HXH Trần Bình Trọng, P2, Q5 10x20m nhà cấp 4 giá chỉ 27.5 tỷ;10;Trần Bình Trọng;27.5;200;Hồ Chí Minh;Quận 5;Nhà riêng tại đường Trần Bình Trọng;3;Có;1;35.46 m;15.01 m;3876;Nhà riêng 
40632726;Bán căn hộ Sunny Plaza (Phạm Văn Đồng) DT: 100m2, 3PN, 3WC, giá 4.7 tỷ, LH 0939 586 *** Thanh Tùng;3;Phạm Văn Đồng;4.7;100;Hồ Chí Minh;Gò Vấp;Căn hộ chung cư tại Sunny Plaza;3;Không;4;15.37 m;584.68 m;3877;Căn hộ chung cư 
11402661;Chính chủ gửi bán 5 lô đất mặt đường Nguyễn Văn Giáp và đường 42, Bình Trưng Đông, Q2, TP. Thủ Đức;Bình Trưng Đông;Nguyễn Văn Giáp;17.36;217;Hồ Chí Minh;Quận 2;Bán đất tại đường Nguyễn Văn Giáp;7;Không;4;7 m;12 m;3878;Bán đất 
40852335;Chính chủ cần bán nhà Phạm Văn Hai hẻm xe tải P.5 Tân Bình;5;Phạm Văn Hai;6.9;80;Hồ Chí Minh;Tân Bình;Nhà riêng tại đường Phạm Văn Hai;3;Có;2;4 m;5 m;3879;Nhà riêng 
41083376;Bán 2 nền liền kề 142m2 đường nhựa ô tô 12m gần trường học Ngô Thời Nhiệm thông Võ Văn Kiệt 800m;An Lạc;Hồ Học Lãm;9.09;142;Hồ Chí Minh;Bình Tân;Bán đất tại đường Hồ Học Lãm;7;Không;1;44.36 m;12 m;3880;Bán đất 
39540446;Bán nhà 5 tấm mặt tiền khu Cư Xá Chu Văn An P. 26 Bình Thạnh, 4x18m, khu vực kinh doanh sầm uất;26;Số 1 Cư xá Chu Văn An;11.8;72;Hồ Chí Minh;Bình Thạnh;Nhà mặt phố tại đường Số 1 Cư xá Chu Văn An;6;Có;4;4 m;12 m;3881;Nhà mặt phố 
39992785;Cần bán căn 1PN Moonlight Boulevard 2 tỷ;An Lạc A;Kinh Dương Vương;2.0;53;Hồ Chí Minh;Bình Tân;Căn hộ chung cư tại Moonlight Boulevard;1;Có;2;17.79 m;283.0 m;3882;Căn hộ chung cư 
40678456;Đất 28 x 33 đường 7m Vườn Lài, ngay CC FirtHome, 913m2 full thổ cư, hơn 22tr/m2 rẻ nhất quả đất;Thạnh Lộc;Vườn Lài;20.5;913;Hồ Chí Minh;Quận 12;Bán đất tại đường Vườn Lài;3;Không;2;28,5 m;7 m;3883;Bán đất 
40549987;Lavita Garden, chính chủ bán 1 pn, 2 tỷ 150, cập nhật 8/8/2024;Trường Thọ;3;2.15;51;Hồ Chí Minh;Thủ Đức;Căn hộ chung cư tại Lavita Garden;1;Có;4;25.47 m;494.67 m;3884;Căn hộ chung cư 
40590060;Cty KASHOME - chuyên bán D'Egde Thảo Điền - Căn penthouse duy nhất có hồ bơi;Thảo Điền;Nguyễn Văn Hưởng;80.0;410;Hồ Chí Minh;Quận 2;Căn hộ chung cư tại D'Edge Thảo Điền;4;Không;4;21.87 m;305.42 m;3885;Căn hộ chung cư 
41092900;Cập Nhật Top Căn 3pn Empire City Đáng Mua Nhất Hiện Tại Tháng 10/2024. LH: 0909 828 ***;;;19.8;160;Hồ Chí Minh;Quận 2;Căn hộ chung cư tại Empire City Thủ Thiêm;3;Không;3;30.75 m;316.17 m;3886;Căn hộ chung cư 
37593494;Bán nhà mặt tiền Tô Hiến Thành, Quận 10, diện tích 4x20m, nhà 2 lầu, giá chỉ 19 tỷ;12;Tô Hiến Thành;19.0;71;Hồ Chí Minh;Quận 10;Nhà mặt phố tại đường Tô Hiến Thành;7;Không;1;13.89 m;155.32 m;3887;Nhà mặt phố 
40671563;Cần bán nhà hẻm địa chỉ 1506 đường Huỳnh Tấn Phát, Phú Mỹ, Quận 7, DT 56.71m2;Phú Mỹ;Huỳnh Tấn Phát;4.65;56;Hồ Chí Minh;Quận 7;Nhà riêng tại đường Huỳnh Tấn Phát;3;Không;2;19.27 m;411.21 m;3888;Nhà riêng 
35275504;Bán mặt tiền 30m, NVL, PVT khu Cityland giá chỉ 27 tỷ 800 LH: 0911 626 *** Thắng;10;Phan Văn Trị;27.8;100;Hồ Chí Minh;Gò Vấp;Nhà biệt thự, liền kề tại CityLand Park Hills;8;Có;5;24.2 m;485.69 m;3889;Nhà biệt thự, liền kề 
39563365;Lô đất hiếm 4x15m, KDC nội bộ đối diện Emart Phan Văn Trị, P5, Gò Vấp;5;Phan Văn Trị;9.6;60;Hồ Chí Minh;Gò Vấp;Bán đất tại đường Phan Văn Trị;8;Không;4;13.68 m;6 m;3890;Bán đất 
36599170;Cty Kashome - chuyên The Vista - bán penthouse 470m2;An Phú;Xa Lộ Hà Nội;32.0;470;Hồ Chí Minh;Quận 2;Căn hộ chung cư tại The Vista An Phú;4;Không;1;33.09 m;388.5 m;3891;Căn hộ chung cư 
16930290;Vinhomes Bason Q1, 2PN view sông, thảo cầm viên, căn góc 62m2 giá 9.5 tỷ, sổ nhanh. LH: 0903 004 ***;Bến Nghé;;9.5;62;Hồ Chí Minh;Quận 1;Căn hộ chung cư tại Vinhomes Golden River Ba Son;2;Có;5;44.67 m;21.22 m;3892;Căn hộ chung cư 
41059808;Bán gấp nhà KDC Mega Village đã hoàn thiện full nội thất 7,1 tỷ, nhà thô 6,7 tỷ, nhà đường 12m;Phú Hữu;Vành Đai 2;6.7;75;Hồ Chí Minh;Quận 9;Nhà biệt thự, liền kề tại Mega Village;3;Không;3;4.92 m;259.01 m;3893;Nhà biệt thự, liền kề 
40987571;Bán nhà 1 đời chủ - mặt tiền kinh doanh - hiếm nhà bán - sân đậu oto - sát sân bay - toàn cán bộ;2;Nguyễn Trọng Tuyển;8.0;55;Hồ Chí Minh;Tân Bình;Nhà mặt phố tại đường Nguyễn Trọng Tuyển;5;Có;5;17.44 m;551.04 m;3894;Nhà mặt phố 
39229531;Mặt tiền kinh doanh Q. Tân Bình, đường Trung Lang, P12, ngay chợ, 73m2, chỉ 9.9 tỷ;12;Trung Lang;9.9;73;Hồ Chí Minh;Tân Bình;Nhà mặt phố tại đường Trung Lang;3;Không;3;3,8 m;8 m;3895;Nhà mặt phố 
40670651;Bán nhà 6,4 x 26m, mặt tiền Tống Văn Hên, giá cực tốt không thể rẻ hơn;15;Tống Văn Hên;12.5;153;Hồ Chí Minh;Tân Bình;Nhà mặt phố tại đường Tống Văn Hên;3;Có;2;6,4 m;5 m;3896;Nhà mặt phố 
37383094;Duy nhất căn giá tốt - duplex 3 phòng ngủ Feliz En Vista view Landmark - xem nhà ngay 0977 680 ***;Thạnh Mỹ Lợi;Đồng Văn Cống;13.0;133;Hồ Chí Minh;Quận 2;Căn hộ chung cư tại Feliz En Vista;3;Có;1;49.33 m;93.37 m;3897;Căn hộ chung cư 
37382711;Siêu hot! 4PN Feliz En Vista: 181m2, 17,5 tỷ bao hết, nội thất cơ bản view hồ bơi siêu đẹp;Thạnh Mỹ Lợi;Đồng Văn Cống;17.5;181;Hồ Chí Minh;Quận 2;Căn hộ chung cư tại Feliz En Vista;4;Có;2;36.74 m;131.06 m;3898;Căn hộ chung cư 
41083267;Bán nhanh nhà ngay góc cực đẹp, đường Tân Quý 5x21m 1 trệt, 3 lầu, sân thượng - chỉ 13.8 tỷ;Tân Quý;Tân Quý;13.8;105;Hồ Chí Minh;Tân Phú;Nhà mặt phố tại đường Tân Quý;5;Có;4;11.55 m;408.58 m;3899;Nhà mặt phố 
39998373;Full giỏ hàng bán căn hộ Officetel 1PN Vinhomes Central Park chỉ từ 3.4 tỷ, phù hợp mua cho thuê;22;;3.5;45;Hồ Chí Minh;Bình Thạnh;Căn hộ chung cư tại Vinhomes Central Park;1;Có;2;39.28 m;534.54 m;3900;Căn hộ chung cư 
40049413;Chủ nhà cần tiền gấp bán nhanh căn Âu Cơ Tower 3 phòng ngủ chỉ 3.2 tỷ, sổ hồng. LH: 0933 813 ***;Tân Thành;Âu Cơ;3.2;90;Hồ Chí Minh;Tân Phú;Căn hộ chung cư tại Âu Cơ Tower;3;Không;2;17.62 m;509.79 m;3901;Căn hộ chung cư 
41047907;Hàng hiếm bán căn Moonlight Boulevard 1PN giá 2tỷ050 bao hết phí công chứng mua bán;An Lạc A;Kinh Dương Vương;2.05;53;Hồ Chí Minh;Bình Tân;Căn hộ chung cư tại Moonlight Boulevard;1;Có;2;49.94 m;254.5 m;3902;Căn hộ chung cư 
40875128;Bán nhanh căn hộ 3PN sân vườn Vinhomes Central Park giá tốt chỉ 82tr/m2, có thương lượng;22;Điện Biên Phủ;9.59;117;Hồ Chí Minh;Bình Thạnh;Căn hộ chung cư tại Vinhomes Central Park;3;Có;5;40.63 m;487.67 m;3903;Căn hộ chung cư 
34705138;Chính chủ bán đất 6x20m khu Khang An, giá 55 triệu/m2;Phú Hữu;;6.24;120;Hồ Chí Minh;Quận 9;Đất nền dự án tại Khu dân cư Khang An;6;Không;1;6 m;12 m;3904;Đất nền dự án 
41044157;Bán nhà ngang 6m - Nguyễn Thị Thập - 3 tầng - có dòng tiền hàng tháng - nhỉnh 5 tỷ;Phú Thuận;Nguyễn Thị Thập;5.69;54;Hồ Chí Minh;Quận 7;Nhà riêng tại đường Nguyễn Thị Thập;4;Có;4;6 m;4 m;3905;Nhà riêng 
40562722;Cần tiền bán gấp căn hộ 3PN 2WC Moonlight ParkView full nội thất giá 3 tỷ 700 triệu, đã có sổ hồng;An Lạc A;Số 7;3.7;82;Hồ Chí Minh;Bình Tân;Căn hộ chung cư tại Moonlight Park View;3;Không;5;40.11 m;377.25 m;3906;Căn hộ chung cư 
40388876;Nhà đang cho thuê 15tr/ tháng Phan Đình Phùng Phú Nhuận. Giá 2,8 tỷ- 52m2, sổ riêng, đường 5m;1;Phan Đình Phùng;2.8;52;Hồ Chí Minh;Phú Nhuận;Nhà riêng tại đường Phan Đình Phùng;3;Không;3;34.99 m;5 m;3907;Nhà riêng 
39247549;Bán nhà mặt tiền Cách Mạng Tháng Tám, quận 10, 40x50m, giá 350 tỷ TL. LH 0931 775 ***;15;Cách Mạng Tháng Tám;350.0;1500;Hồ Chí Minh;Quận 10;Nhà mặt phố tại đường Cách Mạng Tháng Tám;6;Không;2;6.55 m;132.43 m;3908;Nhà mặt phố 
39292992;Cần bán lô đất 109m đường 16m khu Topia Khang Điền giá 51 triệu/m2;Phú Hữu;Long Thành;5.56;109;Hồ Chí Minh;Quận 9;Đất nền dự án tại Topia Garden;5;Không;4;10.23 m;297.45 m;3909;Đất nền dự án 
37028494;Chủ gửi bán nhanh căn hộ Moonlight Park View 2PN giá 2 tỷ 700 triệu đã có sổ;An Lạc A;Số 7;2.7;62;Hồ Chí Minh;Bình Tân;Căn hộ chung cư tại Moonlight Park View;2;Có;2;3.56 m;143.13 m;3910;Căn hộ chung cư 
38153631;Cần bán CH Melody Residences Q. Tân Phú. DT: 70m2 2PN, 2WC. Giá: 2.9 tỷ. Liên hệ: 0939 586 *** Tùng;Tân Sơn Nhì;Âu Cơ;2.9;70;Hồ Chí Minh;Tân Phú;Căn hộ chung cư tại Melody Residences;2;Không;5;33.09 m;11.64 m;3911;Căn hộ chung cư 
40539928;Chính chủ bán nhanh nền đất Kiến Á 5x25m đối diện công viên, giá 70 triệu/m2;Phước Long B;Liên Phường;8.75;125;Hồ Chí Minh;Quận 9;Đất nền dự án tại KDC Kiến Á;8;Không;5;29.9 m;16.08 m;3912;Đất nền dự án 
40955674;Bán nhà mặt tiền - Phạm Văn Đồng - Gò Vấp - 72m2 - 3 tầng - 10.5 tỷ;3;Phạm Văn Đồng;10.5;72;Hồ Chí Minh;Gò Vấp;Nhà mặt phố tại đường Phạm Văn Đồng;8;Có;3;52.1 m;429.09 m;3913;Nhà mặt phố 
39503434;Chính chủ cần bán 5 nền đất Nam Long giá đầu tư tốt nhất;Phước Long B;Đỗ Xuân Hợp;7.6;90;Hồ Chí Minh;Quận 9;Đất nền dự án tại Khu dân cư Nam Long;5;Không;1;30.94 m;483.39 m;3914;Đất nền dự án 
41083416;Đất giá tốt nhất Vườn Lài, cách Gò Vấp 1km, giá 3,2 tỷ, đường 12m, sổ 2023;An Phú Đông;Vườn Lài;3.2;52;Hồ Chí Minh;Quận 12;Bán đất tại đường Vườn Lài;5;Không;4;35.96 m;12 m;3915;Bán đất 
40726464;Bán nhà mặt tiền nội bộ CMT8 phường 5 quận Tân Bình, 9x17m, trệt 2 lầu giá 29,5 tỷ. LH 0931 775 ***;5;Cách Mạng Tháng Tám;29.5;153;Hồ Chí Minh;Tân Bình;Nhà mặt phố tại đường Cách Mạng Tháng Tám;4;Không;3;9 m;398.56 m;3916;Nhà mặt phố 
38369828;Chính chủ bán lô Hưng Phú, 132m2, giá 8 tỷ;Phước Long B;Liên Phường;8.0;132;Hồ Chí Minh;Quận 9;Đất nền dự án tại Hưng Phú 1;7;Không;1;6 m;15 m;3917;Đất nền dự án 
40319934;Chính chủ bán đất mặt tiền đường Liên Phường, 6x20m giá 111 triệu/m2;Phú Hữu;Liên Phường;13.32;120;Hồ Chí Minh;Quận 9;Bán đất tại đường Liên Phường;4;Không;1;6 m;30 m;3918;Bán đất 
39393698;Bán CHCC Park Legend Hoàng Văn Thụ 65m2, 2phòng ngủ, giá 4 tỷ 9 nhà đẹp, LH: 0939 586 *** Thanh Tùng;2;Hoàng Văn Thụ;4.9;65;Hồ Chí Minh;Tân Bình;Căn hộ chung cư tại Park Legend;2;Không;3;4.51 m;576.42 m;3919;Căn hộ chung cư 
38765892;Tòa nhà VP MT ngay Trương Văn Bang, phường Thạnh Mỹ Lợi, Quận 2. DT 8x20m. H - 7 lầu, giá 40 tỷ;Thạnh Mỹ Lợi;Trương Văn Bang;40.0;160;Hồ Chí Minh;Quận 2;Nhà mặt phố tại đường Trương Văn Bang;8;Không;7;8 m;552.62 m;3920;Nhà mặt phố 
40277462;Bán nhanh 297m2, ngang 15m Liên Phường, giá 35,5 tr/ m2;Phú Hữu;Liên Phường;10.54;297;Hồ Chí Minh;Quận 9;Bán đất tại đường Liên Phường;8;Không;5;15 m;12 m;3921;Bán đất 
41045814;Bán nhà cách MT Trần Thị Do 10m, P Hiệp Thành, Q12;Hiệp Thành;Trần Thị Do;998;15;Hồ Chí Minh;Quận 12;Nhà riêng tại đường Trần Thị Do;2;Có;2;18.66 m;3 m;3922;Nhà riêng 
40267022;Cần bán gấp căn hộ CC Phúc Yên Q.TB, 202m2, 3PN, 3WC, full NT, giá 5.6 tỷ, LH: 0909 731 *** Phương;15;Phan Huy Ích;5.6;202;Hồ Chí Minh;Tân Bình;Căn hộ chung cư tại Chung cư Phúc Yên;3;Có;5;9.89 m;246.0 m;3923;Căn hộ chung cư 
41034951;Chính chủ gửi bán lô 447m gần Đỗ Xuân Hợp Quận 9 giá tốt;Phú Hữu;Nguyễn Duy Trinh;20.79;447;Hồ Chí Minh;Quận 9;Bán đất tại đường Nguyễn Duy Trinh;7;Không;2;14 m;12 m;3924;Bán đất 
41012370;"Gấp! Nhỉnh 3 tỷ có nhà Bình Tân, giáp Tân Phú, hẻm ôtô Lê Đình Cẩn; Dt: 48 m2; 4 x 12m; 3 tầng";Tân Tạo;Lê Đình Cẩn;3.65;48;Hồ Chí Minh;Bình Tân;Nhà riêng tại đường Lê Đình Cẩn;3;Có;3;4 m;4 m;3925;Nhà riêng 
40109612;Giỏ hàng bán CHCC Rivera Park - Quận 10. DT:75m2 2PN. Giá tốt từ: 4.4tỷ. LH: 0939 586 *** Thanh Tùng;14;Thành Thái;4.4;75;Hồ Chí Minh;Quận 10;Căn hộ chung cư tại Rivera Park Sài Gòn;2;Không;4;39.25 m;79.69 m;3926;Căn hộ chung cư 
41081947;Bán nhà mặt tiền 4 tầng, diện tích 64 m2. Giá 7 tỷ 200;An Lạc;An Dương Vương;7.2;63;Hồ Chí Minh;Bình Tân;Nhà riêng tại đường An Dương Vương;4;Không;3;4 m;10 m;3927;Nhà riêng 
40865513;Cần bán căn nhà đường Số 4 Cư Xá Đô Thành P4, Q3, DT 3,6*16, 1T, 1L, giá 7,2 tỷ CTL, LH: 0909 731 ***;4;Số 4 Cư xá Đô Thành;7.2;56;Hồ Chí Minh;Quận 3;Nhà riêng tại đường Số 4 Cư xá Đô Thành;3;Có;2;3,6 m;3 m;3928;Nhà riêng 
40568938;Chính chủ bán lô góc mặt tiền hẻm 41 Gò Cát giá 4.3 tỷ;Phú Hữu;Gò Cát;4.3;79;Hồ Chí Minh;Quận 9;Bán đất tại đường Gò Cát;8;Không;5;26.01 m;429.94 m;3929;Bán đất 
40759496;Nhà đẹp chuẩn biệt thự khu K300 Nguyễn Minh Hoàng, Tân Bình. DT: 65m2. Giá 6tỷ. Sẵn HĐ thuê;12;Nguyễn Minh Hoàng;6.0;65;Hồ Chí Minh;Tân Bình;Nhà riêng tại đường Nguyễn Minh Hoàng;4;Có;3;6,5 m;6 m;3930;Nhà riêng 
41065055;"Nhỉnh 4 tỷ có nhà trung tâm quận Tân Bình, đường Nguyễn Sỹ Sách, phường 15, DT: 50 m2; 5 x10";15;Nguyễn Sỹ Sách;4.2;50;Hồ Chí Minh;Tân Bình;Nhà riêng tại đường Nguyễn Sỹ Sách;2;Có;2;13.05 m;179.38 m;3931;Nhà riêng 
40090929;Bán nhà mặt tiền Lữ Gia Q. 11, ngay Lý Thường Kiệt, đối diện svđ Phú Thọ, 12x20m, 2 lầu giá 68 tỷ;15;Lữ Gia;68.0;220;Hồ Chí Minh;Quận 11;Nhà mặt phố tại đường Lữ Gia;7;Không;3;12 m;376.1 m;3932;Nhà mặt phố 
32503246;Bán đất khu Vạn Phát Đạt Bưng Ông Thoàn, giá 4.25 tỷ (thương lượng);Phú Hữu;Bưng Ông Thoàn;4.25;82;Hồ Chí Minh;Quận 9;Bán đất tại đường Bưng Ông Thoàn;5;Không;2;5 m;12 m;3933;Bán đất 
39750345;Bán tòa nhà văn phòng đẳng cấp Level A, Nguyễn Đình Chiểu, 20 x 26,5m hầm 14 tầng, P Đa Kao, Quận 1;Đa Kao;Nguyễn Đình Chiểu;1100.0;508;Hồ Chí Minh;Quận 1;Nhà mặt phố tại đường Nguyễn Đình Chiểu;2;Không;14;27.41 m;74.77 m;3934;Nhà mặt phố 
40320683;Bán nhà 2 mặt tiền Nguyễn Chí Thanh Q.11 Tạ Uyên gần bệnh viện chợ rẫy 4x20m trệt 4 lầu giá 25,5 tỷ;6;Nguyễn Chí Thanh;25.5;80;Hồ Chí Minh;Quận 11;Nhà mặt phố tại đường Nguyễn Chí Thanh;3;Không;5;37.31 m;394.64 m;3935;Nhà mặt phố 
39976037;Chính chủ gửi bán 128m2 Bưng Ông Thoàn giá 5,8 tỷ;Phú Hữu;Bưng Ông Thoàn;5.8;128;Hồ Chí Minh;Quận 9;Bán đất tại đường Bưng Ông Thoàn;7;Không;4;5 m;6 m;3936;Bán đất 
40508295;Bán 4 căn mặt tiền đường số Cư Xá Bình Thới Q. 11, 4x20m trệt 2 lầu, giá 13,5 tỷ LH 0931 775 ***;8;Cư Xá Bình Thới;13.5;80;Hồ Chí Minh;Quận 11;Nhà mặt phố tại đường Cư Xá Bình Thới;5;Không;2;43.64 m;568.35 m;3937;Nhà mặt phố 
36451894;Chính chủ bán nhanh lô góc Thời Báo Kinh Tế giá 8 tỷ;Phú Hữu;Bưng Ông Thoàn;8.0;146;Hồ Chí Minh;Quận 9;Bán đất tại đường Bưng Ông Thoàn;4;Không;5;32.59 m;225.38 m;3938;Bán đất 
40787763;Bán nhà phố căn góc công viên Mỹ Toàn 2, Phú Mỹ Hưng. DT: 148m2. Giá tốt 50 tỷ. LH: 0912 264 ***7;Tân Phong;;50.0;148;Hồ Chí Minh;Quận 7;Nhà biệt thự, liền kề tại Khu phố Mỹ Toàn 2;4;Không;4;42.59 m;432.67 m;3939;Nhà biệt thự, liền kề 
39869806;Bán nhà 2 mặt tiền Lữ Gia P. 15 Q. 11, gần Lý Thường Kiệt, DT: 12x20m, trệt 2 lầu, giá 68 tỷ;15;Lữ Gia;68.0;240;Hồ Chí Minh;Quận 11;Nhà mặt phố tại đường Lữ Gia;7;Không;3;12 m;594.51 m;3940;Nhà mặt phố 
40926095;Bán căn hộ Moonlight Boulevard, Bình Tân, 2PN 2WC 69m2, đầy đủ nội thất giá 3,1 tỷ;An Lạc A;Kinh Dương Vương;3.1;69;Hồ Chí Minh;Bình Tân;Căn hộ chung cư tại Moonlight Boulevard;2;Có;2;18.5 m;580.4 m;3941;Căn hộ chung cư 
39773795;Bán nhà 2 MT Cách Mạng Tháng 8 Q.10, 32mx50m, giá 380 tỷ, thích hợp xây tòa nhà văn phòng cho thuê;15;Cách Mạng Tháng Tám;380.0;1600;Hồ Chí Minh;Quận 10;Nhà mặt phố tại đường Cách Mạng Tháng Tám;4;Không;1;16.58 m;261.49 m;3942;Nhà mặt phố 
40778558;Bán căn hộ Officetel Moonlight Boulevard Bình Tân đầy đủ nội thất giá 1 tỷ 950tr;An Lạc A;Kinh Dương Vương;1.95;52;Hồ Chí Minh;Bình Tân;Căn hộ chung cư tại Moonlight Boulevard;8;Có;5;46.91 m;366.11 m;3943;Căn hộ chung cư 
40156447;Bán nhà mặt tiền Lê Trọng Tấn quận Tân Phú gần Tân Kỳ Tân Quý, DT: 17x50m giá 95 tỷ;Tây Thạnh;Lê Trọng Tấn;95.0;850;Hồ Chí Minh;Tân Phú;Nhà mặt phố tại đường Lê Trọng Tấn;2;Không;1;14.47 m;575.65 m;3944;Nhà mặt phố 
